,order_id,item_id,product_id,store_id,order_date,required_date,quantity,list_price,discount,inventory_quantity,product_name,model_year,category_id,supplier_id,category_name,supplier_name
46,434,2,20,1,2016-09-13,2016-09-15,1,599.99,0.1,26,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
47,444,3,20,3,2016-09-19,2016-09-20,2,599.99,0.05,19,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
48,453,2,20,3,2016-09-22,2016-09-24,2,599.99,0.2,19,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
49,476,4,20,1,2016-10-01,2016-10-04,2,599.99,0.05,26,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
50,499,4,20,2,2016-10-11,2016-10-14,2,599.99,0.1,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
51,507,3,20,1,2016-10-15,2016-10-17,2,599.99,0.1,26,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
52,523,2,20,2,2016-10-24,2016-10-26,1,599.99,0.05,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
53,542,3,20,2,2016-11-04,2016-11-06,1,599.99,0.1,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
54,545,4,20,2,2016-11-08,2016-11-10,2,599.99,0.07,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
55,555,3,20,1,2016-11-13,2016-11-14,2,599.99,0.07,26,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
56,590,2,20,1,2016-12-06,2016-12-09,1,599.99,0.07,26,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
57,612,4,20,2,2016-12-16,2016-12-17,1,599.99,0.2,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
58,691,4,20,3,2017-02-04,2017-02-06,1,599.99,0.2,19,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
59,774,3,20,2,2017-03-12,2017-03-14,1,599.99,0.2,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
60,782,1,20,2,2017-03-15,2017-03-16,2,599.99,0.07,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
61,833,1,20,2,2017-04-12,2017-04-14,2,599.99,0.05,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
62,905,4,20,3,2017-05-23,2017-05-26,1,599.99,0.2,19,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
63,914,2,20,3,2017-05-28,2017-05-31,2,599.99,0.2,19,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
64,948,2,20,1,2017-06-15,2017-06-17,2,599.99,0.1,26,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
65,952,1,20,1,2017-06-16,2017-06-18,2,599.99,0.07,26,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
66,983,2,20,2,2017-06-27,2017-06-28,2,599.99,0.2,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
67,992,3,20,3,2017-07-07,2017-07-10,1,599.99,0.2,19,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
68,1006,1,20,2,2017-07-15,2017-07-18,1,599.99,0.07,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
69,1020,1,20,2,2017-07-23,2017-07-23,2,599.99,0.05,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
70,1029,1,20,2,2017-07-29,2017-07-30,1,599.99,0.2,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
71,1043,2,20,1,2017-08-06,2017-08-09,1,599.99,0.07,26,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
72,1073,3,20,3,2017-08-18,2017-08-19,1,599.99,0.2,19,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
73,1142,1,20,3,2017-09-23,2017-09-26,2,599.99,0.07,19,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
74,1157,1,20,2,2017-10-01,2017-10-03,1,599.99,0.1,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
75,1175,3,20,2,2017-10-09,2017-10-11,1,599.99,0.05,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
76,1228,3,20,2,2017-11-04,2017-11-06,2,599.99,0.05,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
77,1250,3,20,1,2017-11-17,2017-11-19,2,599.99,0.05,26,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
78,1273,2,20,2,2017-11-27,2017-11-29,1,599.99,0.07,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
79,1302,2,20,1,2017-12-16,2017-12-18,2,599.99,0.1,26,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
80,1312,3,20,3,2017-12-25,2017-12-28,1,599.99,0.07,19,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
81,1323,2,20,2,2017-12-31,2018-01-01,1,599.99,0.05,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
82,1426,2,20,2,2018-03-07,2018-03-08,2,599.99,0.05,20,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
83,1571,3,20,1,2018-04-22,2018-04-22,2,599.99,0.2,26,Electra Townie Original 7D EQ - Womens - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
84,1,2,8,1,2016-01-01,2016-01-03,2,1799.99,0.07,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
85,11,1,8,3,2016-01-05,2016-01-08,1,1799.99,0.05,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
86,15,2,8,1,2016-01-09,2016-01-10,1,1799.99,0.07,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
87,16,1,8,3,2016-01-12,2016-01-15,1,1799.99,0.2,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
88,17,1,8,1,2016-01-12,2016-01-14,1,1799.99,0.07,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
89,27,4,8,1,2016-01-19,2016-01-21,1,1799.99,0.07,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
90,29,4,8,2,2016-01-20,2016-01-22,1,1799.99,0.2,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
91,32,1,8,2,2016-01-21,2016-01-24,2,1799.99,0.07,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
92,34,1,8,2,2016-01-22,2016-01-25,2,1799.99,0.07,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
93,40,2,8,2,2016-01-27,2016-01-28,2,1799.99,0.2,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
94,53,1,8,2,2016-02-03,2016-02-04,2,1799.99,0.2,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
95,62,2,8,2,2016-02-07,2016-02-10,2,1799.99,0.1,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
96,88,2,8,2,2016-02-21,2016-02-22,2,1799.99,0.1,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
97,92,1,8,1,2016-02-25,2016-02-28,1,1799.99,0.1,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
98,95,3,8,3,2016-02-27,2016-02-29,2,1799.99,0.2,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
99,144,1,8,2,2016-03-26,2016-03-29,2,1799.99,0.05,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
100,153,2,8,2,2016-03-30,2016-04-02,1,1799.99,0.07,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
101,155,1,8,1,2016-04-02,2016-04-03,1,1799.99,0.1,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
102,171,1,8,3,2016-04-11,2016-04-14,1,1799.99,0.05,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
103,185,2,8,1,2016-04-20,2016-04-20,1,1799.99,0.05,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
104,191,4,8,1,2016-04-27,2016-04-28,2,1799.99,0.05,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
105,192,1,8,2,2016-04-27,2016-04-28,2,1799.99,0.1,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
106,198,3,8,2,2016-05-01,2016-05-04,2,1799.99,0.2,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
107,202,1,8,2,2016-05-03,2016-05-05,1,1799.99,0.07,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
108,229,3,8,3,2016-05-19,2016-05-21,1,1799.99,0.2,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
109,231,1,8,2,2016-05-19,2016-05-22,2,1799.99,0.07,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
110,232,4,8,3,2016-05-20,2016-05-23,2,1799.99,0.1,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
111,240,2,8,2,2016-05-27,2016-05-29,1,1799.99,0.07,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
112,245,2,8,3,2016-05-29,2016-05-31,1,1799.99,0.1,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
113,257,1,8,2,2016-06-05,2016-06-06,2,1799.99,0.07,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
114,258,1,8,3,2016-06-06,2016-06-07,2,1799.99,0.05,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
115,303,1,8,1,2016-07-07,2016-07-08,2,1799.99,0.05,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
116,310,4,8,2,2016-07-12,2016-07-13,1,1799.99,0.2,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
117,329,2,8,1,2016-07-24,2016-07-27,2,1799.99,0.05,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
118,333,2,8,2,2016-07-25,2016-07-27,2,1799.99,0.05,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
119,358,3,8,1,2016-08-05,2016-08-07,2,1799.99,0.05,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
120,373,1,8,3,2016-08-16,2016-08-19,2,1799.99,0.05,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
121,377,1,8,1,2016-08-17,2016-08-19,1,1799.99,0.05,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
122,382,1,8,3,2016-08-20,2016-08-23,1,1799.99,0.1,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
123,384,3,8,1,2016-08-20,2016-08-22,1,1799.99,0.05,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
124,386,1,8,2,2016-08-20,2016-08-23,1,1799.99,0.2,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
125,391,1,8,2,2016-08-23,2016-08-23,1,1799.99,0.07,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
126,398,1,8,2,2016-08-29,2016-08-30,2,1799.99,0.05,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
127,413,1,8,1,2016-09-02,2016-09-05,2,1799.99,0.05,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
128,423,1,8,2,2016-09-06,2016-09-09,2,1799.99,0.05,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
129,430,5,8,1,2016-09-11,2016-09-13,1,1799.99,0.2,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
130,437,3,8,3,2016-09-16,2016-09-18,2,1799.99,0.05,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
131,438,3,8,1,2016-09-16,2016-09-19,2,1799.99,0.05,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
132,447,3,8,3,2016-09-20,2016-09-23,1,1799.99,0.07,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
133,452,4,8,2,2016-09-22,2016-09-23,1,1799.99,0.1,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
134,461,3,8,2,2016-09-26,2016-09-27,2,1799.99,0.05,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
135,469,1,8,2,2016-09-29,2016-10-02,2,1799.99,0.1,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
136,470,3,8,2,2016-09-30,2016-10-02,2,1799.99,0.2,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
137,484,1,8,1,2016-10-06,2016-10-09,2,1799.99,0.1,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
138,489,1,8,1,2016-10-06,2016-10-08,2,1799.99,0.1,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
139,501,2,8,2,2016-10-11,2016-10-12,1,1799.99,0.07,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
140,508,1,8,2,2016-10-15,2016-10-18,1,1799.99,0.05,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
141,515,1,8,1,2016-10-19,2016-10-20,1,1799.99,0.07,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
142,526,2,8,1,2016-10-26,2016-10-28,1,1799.99,0.1,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
143,546,2,8,2,2016-11-09,2016-11-12,1,1799.99,0.1,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
144,548,1,8,3,2016-11-11,2016-11-13,1,1799.99,0.1,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
145,555,1,8,3,2016-11-13,2016-11-14,1,1799.99,0.2,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
146,566,3,8,1,2016-11-22,2016-11-25,1,1799.99,0.1,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
147,578,4,8,2,2016-11-27,2016-11-28,2,1799.99,0.2,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
148,581,1,8,1,2016-12-03,2016-12-05,2,1799.99,0.07,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
149,584,5,8,3,2016-12-04,2016-12-05,2,1799.99,0.07,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
150,590,3,8,3,2016-12-06,2016-12-09,2,1799.99,0.05,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
151,597,2,8,3,2016-12-08,2016-12-09,1,1799.99,0.07,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
152,610,5,8,2,2016-12-13,2016-12-15,1,1799.99,0.1,1,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
153,623,1,8,3,2016-12-24,2016-12-26,1,1799.99,0.07,12,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
154,688,1,8,1,2017-02-02,2017-02-03,1,1799.99,0.1,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
155,769,1,8,1,2017-03-09,2017-03-11,1,1799.99,0.1,0,Trek Remedy 29 Carbon Frameset - 2016  ,2016,6,9,"""Mountain Bikes""","""Trek"""
